Customer Name,Product Category,Sales Amount
Ananya Pillai,Books,1819.63
Sunita Verma,Furniture,26696.18
Karan Reddy,Beauty,1975.97
Aarav Joshi,Sports,53191.17
Rahul Bose,Beauty,6347.47
Ritu Das,Books,3604.7
Amit Mishra,Clothing,8113.08
Nisha Kumar,Books,2710.89
Rohan Mehta,Electronics,189931.59
Shreya Chatterjee,Furniture,99202.31
Rahul Rao,Beauty,11797.89
Aditya Chatterjee,Electronics,16855.55
Rohan Bose,Books,5936.18
Meera Bhat,Groceries,4932.93
Sanjay Rao,Electronics,191352.59
Pooja Chatterjee,Clothing,9964.39
Karan Mehta,Sports,37343.86
Arjun Patel,Sports,8606.21
,,
Vikram Chatterjee,Groceries,1858.4
Priya Mishra,Furniture,14763.33
Aarav Kapoor,Sports,66204.63
Nikhil Das,Sports,28799.52
Nisha Iyer,Beauty,2039.37
Pooja Bhat,Beauty,4158.82
Sanjay Rao,Electronics,408398.64
Rohan Mehta,Electronics,239862.52
Rohan Patel,Electronics,85395.8
Nikhil Bose,Books,1184.8
Shreya Das,Furniture,147207.49
Karan Joshi,Furniture,102341.78
Nisha Rao,Furniture,130650.07
Aarav Nair,Beauty,3688.61
Karan Gupta,Sports,15734.44
Nisha Kumar,Beauty,15069.06
Sanjay Shah,Books,2143.4
Vikram Mehta,Beauty,1516.74
Nisha Mehta,Sports,45950.26
Kavya Iyer,Furniture,4781.36
Shreya Shah,Books,7222.87
Rahul Singh,Beauty,6482.2
Nisha Nair,Beauty,12188.95
Meera Iyer,Electronics,79234.6
Ananya Singh,Electronics,746724.9
Amit Chatterjee,Beauty,2507.45
Karan Patel,Beauty,649.67
Sanjay Patel,Electronics,273662.44
Rahul Reddy,Furniture,170289.13
Aarav Gupta,Clothing,8541.87
Shreya Kapoor,Clothing,1691.99
Karan Rao,Sports,61982.41
Rahul Bhat,Clothing,15014.03
Nisha Gupta,Books,1187.77
Nisha Mishra,Beauty,3638.62
Deepa Mishra,Beauty,1323.32
Ritu Sharma,Groceries,80.84
Karan Bose,Groceries,1361.86
Aarav Chatterjee,Furniture,121514.57
Sunita Reddy,Beauty,10449.86
Vikram Singh,Furniture,22617.77
Nikhil Kumar,Groceries,1116.81
Rohan Iyer,Beauty,15579.91
Aarav Iyer,Electronics,255205.65
Karan Iyer,Electronics,64764.78
Sanjay Mishra,Furniture,110264.78
Amit Kapoor,Books,3553.63
Shreya Das,Groceries,2079.67
Ritu Singh,Groceries,1655.16
Rohan Pillai,Furniture,103290.99
Nikhil Singh,Furniture,90435.12
Vikram Mehta,Books,2282.66
Priya Sharma,Books,14356.97
Priya Chatterjee,Furniture,38701.84
Nikhil Patel,Electronics,102107.36
Priya Kapoor,Books,1942.7
Aarav Shah,Groceries,3881.14
Meera Rao,Furniture,124615.43
Nisha Shah,Sports,5472.63
Sanjay Reddy,Beauty,9954.87
Aarav Rao,Beauty,1114.76
Priya Kapoor,Sports,148205.85
Rohan Joshi,Furniture,360814.67
Karan Nair,Books,1851.96
Nisha Iyer,Furniture,137222.95
Sunita Singh,Groceries,829.37
Kavya Patel,Books,2682.13
Ananya Kumar,Clothing,25064.55
Rohan Bose,Groceries,1926.06
Nikhil Mehta,Sports,29262.31
Aditya Bhat,Clothing,20358.67
Karan Reddy,Electronics,228875.11
Deepa Sharma,Beauty,2212.27
Vikram Gupta,Electronics,67574.41
Ananya Rao,Electronics,299036.46
Rohan Pillai,Books,12763.71
Rohan Sharma,Books,5310.11
Rohan Bose,Clothing,25867.22
Arjun Bose,Electronics,227231.35
Rohan Sharma,Beauty,6687.01
Ritu Mehta,Clothing,3471.12
Ritu Verma,Books,1362.3
Rohan Kumar,Sports,33411.39
Nisha Sharma,Books,2966.43
Priya Singh,Electronics,273692.0
Arjun Mishra,Groceries,725.63
Ritu Das,Furniture,27887.17
Deepa Bhat,Electronics,50337.85
Rohan Rao,Beauty,13547.2
Nikhil Joshi,Books,5277.72
Priya Singh,Books,1116.21
Meera Verma,Groceries,2714.36
Meera Chatterjee,Sports,32059.7
Kavya Kapoor,Sports,16398.86
Shreya Shah,Groceries,1943.15
Pooja Joshi,Books,1683.33
Karan Bose,Beauty,18060.12
Nisha Verma,Furniture,88750.98
Deepa Verma,Books,448.54
Arjun Bose,Beauty,1753.48
Nikhil Verma,Furniture,115595.29
Amit Joshi,Books,3480.18
Pooja Reddy,Groceries,248.22
Shreya Gupta,Furniture,201146.39
Nisha Joshi,Beauty,3619.29
Vikram Verma,Sports,54236.12
Shreya Kumar,Groceries,1817.68
Shreya Kumar,Books,400.93
Priya Mishra,Furniture,62077.82
Arjun Shah,Groceries,204.25
Sanjay Bose,Groceries,1937.67
Aditya Das,Furniture,26632.36
Sanjay Singh,Groceries,696.47
Deepa Das,Sports,30419.46
Rohan Chatterjee,Furniture,202427.42
Arjun Kumar,Groceries,83.9
Nisha Kapoor,Beauty,860.81
Aditya Kumar,Clothing,13768.79
Arjun Bose,Beauty,10719.06
Arjun Joshi,Groceries,3399.01
Sanjay Mehta,Clothing,5117.18
Vikram Das,Electronics,289349.91
Deepa Kapoor,Groceries,844.99
Ananya Verma,Electronics,88050.54
Amit Joshi,Books,9308.37
Nisha Singh,Groceries,1429.71
Rahul Kapoor,Furniture,15482.78
Pooja Nair,Sports,73152.9
Ananya Gupta,Books,1789.46
Ananya Mishra,Electronics,45521.34
Sunita Kapoor,Beauty,5427.21
Vikram Joshi,Clothing,11933.01
Arjun Shah,Furniture,131205.97
Aditya Kapoor,Sports,20309.9
Nisha Iyer,Books,8278.99
Deepa Patel,Groceries,3962.93
Sunita Sharma,Beauty,490.46
Aditya Kapoor,Books,805.88
Rahul Kapoor,Sports,67368.65
Shreya Sharma,Furniture,49388.95
Deepa Patel,Electronics,195002.92
Arjun Verma,Beauty,2469.09
Aditya Reddy,Beauty,883.05
Pooja Bhat,Beauty,8090.67
Priya Das,Sports,12679.99
Karan Mishra,Beauty,941.96
Shreya Das,Beauty,7101.14
Amit Chatterjee,Furniture,19278.17
Aditya Mehta,Sports,39451.25
Nisha Patel,Groceries,92.74
Nikhil Mehta,Books,6937.28
Sunita Shah,Furniture,56634.24
Priya Das,Books,1563.94
Aarav Bose,Electronics,260206.81
Rahul Bose,Groceries,727.71
Nisha Kapoor,Clothing,9194.56
Ananya Gupta,Furniture,195087.5
Priya Sharma,Sports,7849.73
Ritu Das,Groceries,2795.81
Nisha Singh,Groceries,278.9
Ritu Nair,Books,807.42
Arjun Kumar,Sports,30133.8
Sunita Joshi,Books,6054.97
Sunita Shah,Books,486.04
Arjun Nair,Beauty,6849.69
Rohan Bhat,Books,4041.53
Meera Iyer,Sports,31335.42
Priya Iyer,Clothing,6405.51
Sunita Verma,Books,2948.11
Priya Joshi,Beauty,18889.25
Arjun Rao,Beauty,3416.93
Ritu Verma,Sports,6002.74
Aarav Das,Electronics,72489.63
Deepa Kumar,Beauty,21586.69
Ritu Shah,Sports,59652.6
Priya Verma,Furniture,101498.2
Ananya Das,Sports,17306.12
Deepa Sharma,Furniture,107825.45
Sanjay Pillai,Electronics,912510.56
Karan Verma,Sports,22832.43
Rahul Shah,Books,5107.75
Priya Bhat,Sports,68163.65
Meera Chatterjee,Furniture,23033.05
Vikram Bose,Furniture,147194.67
Rohan Verma,Clothing,1712.76
Sunita Joshi,Beauty,1024.0
Rahul Iyer,Books,3457.92
Sanjay Mishra,Beauty,22009.55
Nikhil Singh,Furniture,111222.15
Nikhil Rao,Beauty,1972.43
Sanjay Joshi,Beauty,10203.46
Aditya Verma,Beauty,3844.13
Karan Kapoor,Furniture,13573.95
Meera Shah,Clothing,9981.19
Arjun Patel,Sports,23291.68
Aarav Mishra,Sports,10901.11
Priya Shah,Groceries,2214.56
Sunita Singh,Electronics,154093.5
Kavya Mishra,Clothing,10091.36
Vikram Chatterjee,Sports,2776.37
Ananya Chatterjee,Sports,7001.71
Karan Bose,Groceries,216.47
Pooja Gupta,Electronics,6816.92
Nikhil Bose,Furniture,14133.18
Ananya Kumar,Groceries,182.73
Ananya Joshi,Electronics,305814.52
Priya Reddy,Electronics,506816.82
Sunita Patel,Furniture,66782.43
Nisha Joshi,Books,7951.41
Pooja Reddy,Clothing,7729.55
Ananya Kapoor,Clothing,3925.14
Priya Singh,Clothing,2632.38
Rohan Verma,Beauty,3803.64
Amit Rao,Groceries,801.2
Rahul Chatterjee,Sports,41193.61
Vikram Pillai,Electronics,196931.1
Aditya Patel,Furniture,158725.76
Arjun Bose,Groceries,1725.71
Priya Mehta,Beauty,2849.95
Sunita Mishra,Beauty,8300.79
Aarav Shah,Furniture,60153.24
Arjun Joshi,Electronics,103175.92
Meera Kumar,Electronics,45132.09
Amit Das,Beauty,1955.0
Arjun Reddy,Beauty,4536.6
Rahul Mehta,Furniture,24297.67
Rohan Singh,Books,1275.48
Sanjay Nair,Books,4861.16
Deepa Patel,Groceries,993.67
Aarav Sharma,Clothing,24146.23
Rohan Nair,Electronics,275738.69
Nikhil Bose,Groceries,1796.99
Arjun Sharma,Books,778.21
Ananya Mishra,Clothing,5743.74
Meera Bose,Electronics,212071.33
Deepa Verma,Books,1052.63
Shreya Mishra,Electronics,329759.69
Meera Iyer,Electronics,311838.93
Aditya Pillai,Sports,7629.53
Ritu Reddy,Furniture,36558.25
Nikhil Kapoor,Groceries,2172.54
Deepa Iyer,Clothing,977.42
Rohan Rao,Furniture,27272.26
Arjun Patel,Furniture,55529.13
Kavya Chatterjee,Clothing,16249.74
Sunita Pillai,Electronics,38016.38
Amit Verma,Electronics,55864.82
Shreya Nair,Groceries,527.34
Priya Das,Beauty,4041.13
Aarav Shah,Clothing,22694.82
Aditya Bose,Clothing,2311.26
Aarav Shah,Sports,7051.86
Sanjay Patel,Sports,34653.36
Nisha Joshi,Electronics,626506.16
Sanjay Chatterjee,Sports,27501.28
Sanjay Mishra,Sports,10562.68
Rahul Nair,Clothing,4536.48
Kavya Kapoor,Books,11994.58
Aarav Rao,Books,9672.16
Ananya Mehta,Furniture,22257.16
Deepa Rao,Electronics,88594.37
Amit Chatterjee,Furniture,231659.35
Nisha Sharma,Groceries,2345.4
,,
Nisha Patel,Beauty,7697.7
Priya Rao,Books,6459.84
Arjun Patel,Furniture,238656.22
Nisha Chatterjee,Sports,76540.79
Vikram Gupta,Beauty,19141.88
Vikram Bhat,Groceries,1451.63
Kavya Kumar,Clothing,928.67
Aarav Kapoor,Groceries,140.8
Rahul Patel,Electronics,598247.4
Arjun Bose,Beauty,2292.28
Sanjay Mehta,Sports,83283.38
Sanjay Chatterjee,Groceries,2697.43
Ananya Das,Electronics,187775.6
Deepa Sharma,Electronics,356673.17
Meera Nair,Clothing,17673.42
Rahul Patel,Beauty,19643.63
Shreya Mehta,Books,6939.46
Kavya Patel,Electronics,175476.12
Aarav Patel,Books,2435.14
Arjun Pillai,Beauty,1656.84
Kavya Rao,Groceries,1620.6
Aditya Reddy,Groceries,2743.7
Deepa Bhat,Clothing,15991.92
Aarav Sharma,Sports,102974.46
Sanjay Reddy,Furniture,10227.18
Nisha Bose,Books,2541.06
Meera Sharma,Books,6379.06
Nikhil Reddy,Furniture,16452.69
Aarav Bhat,Groceries,39.45
Vikram Joshi,Furniture,27604.98
Sunita Nair,Electronics,560937.53
Rahul Verma,Books,427.53
Ananya Verma,Clothing,13643.24
Kavya Singh,Groceries,824.95
Shreya Kapoor,Clothing,2808.53
Rohan Iyer,Groceries,5380.7
Nikhil Nair,Sports,32604.64
Deepa Singh,Clothing,247.75
Sanjay Reddy,Clothing,11713.77
Rohan Singh,Furniture,42405.18
Aditya Iyer,Furniture,135263.66
Meera Chatterjee,Clothing,4359.44
Amit Bose,Clothing,9882.86
Pooja Mishra,Electronics,475115.46
Aditya Shah,Clothing,8015.28
Pooja Mishra,Sports,24896.51
Sanjay Reddy,Clothing,25929.31
Karan Mishra,Books,4945.52
Amit Mishra,Clothing,11063.0
Rahul Bose,Sports,75606.39
Sunita Kapoor,Sports,20450.62
Kavya Bhat,Beauty,3291.09
Rohan Nair,Furniture,60174.08
Aditya Gupta,Groceries,803.64
Rahul Kumar,Sports,20331.59
Rahul Mehta,Clothing,16150.97
Nisha Verma,Electronics,37902.51
Karan Joshi,Clothing,7315.14
Meera Reddy,Sports,57628.49
Sunita Reddy,Clothing,18611.05
Priya Shah,Beauty,13771.38
Aditya Singh,Electronics,283763.47
Aditya Reddy,Electronics,431664.73
Rahul Gupta,Electronics,147617.58
Ananya Singh,Groceries,1542.88
Ananya Bose,Furniture,10872.27
Aarav Sharma,Furniture,178414.75
Aditya Reddy,Clothing,3765.49
Ritu Shah,Clothing,21182.67
Vikram Bose,Groceries,1207.23
Ritu Mishra,Beauty,3430.9
Ritu Chatterjee,Furniture,163824.93
Sanjay Verma,Beauty,505.72
Arjun Kumar,Furniture,12857.46
Deepa Kapoor,Groceries,1183.48
Amit Patel,Sports,13122.27
Rohan Patel,Beauty,9116.76
Sanjay Kumar,Books,1714.83
Meera Singh,Electronics,7334.77
Sunita Bhat,Clothing,18598.33
Rohan Gupta,Sports,32114.67
Nikhil Verma,Groceries,257.67
Shreya Kapoor,Beauty,430.94
Karan Pillai,Groceries,1674.66
Amit Joshi,Books,1958.24
Sunita Nair,Clothing,677.46
Amit Rao,Beauty,1997.2
Shreya Patel,Beauty,8141.15
Kavya Pillai,Clothing,25300.71
Sunita Kapoor,Sports,68387.61
Shreya Bose,Beauty,1066.16
Priya Gupta,Sports,70055.58
Priya Sharma,Furniture,152291.21
Sanjay Reddy,Beauty,5710.68
Aditya Iyer,Books,872.63
Vikram Chatterjee,Groceries,633.98
Rahul Shah,Groceries,4159.76
Pooja Mishra,Furniture,113486.89
Deepa Bose,Furniture,109991.48
Nikhil Singh,Sports,12705.05
Amit Reddy,Electronics,140619.38
Rohan Gupta,Clothing,14264.78
Aditya Rao,Books,6011.52
Shreya Bose,Beauty,7356.77
Nisha Mehta,Groceries,173.91
Aarav Sharma,Clothing,29835.57
Shreya Mehta,Sports,34898.86
Meera Shah,Furniture,303195.22
Nisha Joshi,Electronics,680923.78
Sanjay Shah,Electronics,393016.21
Ananya Kumar,Furniture,19728.32
Rohan Singh,Furniture,31673.81
Nisha Pillai,Sports,24580.36
Nikhil Gupta,Books,284.02
Nisha Joshi,Beauty,9978.14
Pooja Iyer,Electronics,79107.61
Rohan Mehta,Books,6083.41
Aditya Nair,Electronics,537551.85
Rahul Chatterjee,Furniture,66216.67
Rohan Singh,Electronics,123701.67
Rahul Das,Beauty,698.09
Sunita Kumar,Beauty,11475.64
Nisha Iyer,Clothing,11109.98
Sunita Mishra,Electronics,55813.62
Rohan Singh,Clothing,9311.22
Shreya Patel,Sports,31965.58
Kavya Verma,Furniture,61633.54
Ananya Bhat,Books,12482.39
Nikhil Das,Electronics,224550.81
Karan Pillai,Books,10186.88
Sanjay Shah,Furniture,42127.94
Arjun Joshi,Books,1613.4
Karan Mehta,Electronics,38990.55
Amit Mishra,Electronics,48564.04
Nisha Kumar,Clothing,23183.14
Pooja Bhat,Clothing,2474.19
Karan Bhat,Clothing,46633.37
Deepa Verma,Beauty,19727.54
Sunita Patel,Beauty,1257.6
Aditya Das,Beauty,2383.68
Meera Gupta,Sports,38067.28
Ritu Verma,Beauty,12318.96
Kavya Chatterjee,Beauty,2915.31
Sunita Singh,Beauty,12330.95
Ritu Iyer,Electronics,187176.31
Sunita Joshi,Books,2966.96
Sanjay Das,Beauty,7248.48
Amit Joshi,Furniture,100198.09
Sanjay Nair,Beauty,7265.19
Arjun Mishra,Furniture,99452.17
Karan Chatterjee,Furniture,76243.39
Priya Gupta,Electronics,316644.27
Vikram Gupta,Beauty,8996.6
Nisha Iyer,Clothing,7516.69
Vikram Singh,Sports,22206.97
Aarav Singh,Furniture,53880.45
Shreya Pillai,Sports,30649.3
Ananya Mishra,Books,4786.22
Aarav Mishra,Groceries,2144.87
Ritu Kapoor,Beauty,5791.59
Deepa Nair,Sports,15447.04
Aarav Kapoor,Sports,22681.23
Amit Nair,Clothing,9963.87
Ananya Patel,Clothing,7504.43
Karan Reddy,Beauty,1781.6
Kavya Kumar,Clothing,5442.35
Nikhil Reddy,Sports,30542.1
Sanjay Nair,Beauty,22182.07
Pooja Kapoor,Books,9165.32
Arjun Chatterjee,Electronics,177603.4
Kavya Pillai,Groceries,2218.99
Vikram Nair,Electronics,440371.93
Shreya Patel,Beauty,7652.12
Deepa Rao,Furniture,136801.63
Rahul Rao,Electronics,159491.82
Rahul Nair,Clothing,3141.45
Ananya Rao,Sports,18286.54
Pooja Verma,Sports,76880.87
Meera Kumar,Clothing,17278.52
Pooja Rao,Beauty,2751.04
Kavya Iyer,Electronics,101436.48
Pooja Patel,Sports,64120.65
Kavya Patel,Books,976.81
Rahul Mehta,Books,4640.1
Nisha Bose,Electronics,166434.21
Sanjay Joshi,Clothing,11190.58
Rohan Kapoor,Groceries,663.86
Nikhil Iyer,Books,1054.94
Kavya Mehta,Electronics,34301.93
Arjun Kumar,Clothing,11734.39
Sanjay Rao,Beauty,10137.87
Ananya Mehta,Electronics,56057.11
Kavya Mehta,Electronics,409543.23
Shreya Singh,Furniture,193192.92
Nikhil Mehta,Sports,20462.27
Ritu Mehta,Beauty,304.99
Sunita Kumar,Sports,38639.6
Vikram Kumar,Groceries,399.58
Rohan Das,Electronics,194593.37
Rohan Bose,Clothing,14617.3
Rohan Nair,Furniture,69333.08
Sunita Bhat,Clothing,10875.63
Amit Mishra,Sports,17571.72
Rahul Reddy,Clothing,4471.04
Amit Shah,Electronics,380113.28
Deepa Das,Beauty,4487.87
Aarav Rao,Sports,1705.43
Pooja Gupta,Books,18133.14
Vikram Sharma,Beauty,1186.73
Kavya Nair,Furniture,82953.5
Arjun Rao,Sports,82310.8
Karan Sharma,Furniture,346543.18
Arjun Nair,Books,5485.01
Priya Verma,Books,2204.16
Arjun Reddy,Sports,65829.48
Deepa Shah,Groceries,524.34
Ananya Patel,Furniture,105074.92
Ananya Pillai,Clothing,4398.56
Meera Verma,Sports,37263.52
Aditya Singh,Clothing,4468.98
Rohan Kumar,Electronics,111005.02
Ritu Shah,Beauty,11026.28
Vikram Mishra,Clothing,2427.47
Aarav Bose,Clothing,8249.16
Arjun Pillai,Books,1347.72
Ritu Reddy,Electronics,54095.7
Amit Das,Groceries,1618.63
Priya Sharma,Electronics,52941.94
Rohan Patel,Groceries,997.35
Ritu Verma,Books,770.95
Aarav Nair,Groceries,928.75
Shreya Sharma,Clothing,16304.49
Arjun Singh,Electronics,102283.92
Rahul Kumar,Furniture,97580.65
Priya Mishra,Sports,23451.19
Aarav Pillai,Clothing,10204.55
Nisha Mehta,Books,768.38
Arjun Reddy,Electronics,695130.09
Nikhil Reddy,Clothing,2195.65
Nikhil Reddy,Books,2656.58
Pooja Gupta,Furniture,71596.04
Deepa Nair,Groceries,1019.24
,,
Rohan Kumar,Beauty,2110.52
Nikhil Kapoor,Books,503.6
Sunita Das,Beauty,17656.62
Aarav Sharma,Furniture,199689.27
Arjun Bhat,Sports,41618.68
Aarav Joshi,Electronics,154607.71
Rohan Mishra,Groceries,317.31
Ananya Das,Sports,43308.39
Rahul Rao,Electronics,437292.1
Meera Rao,Sports,35621.92
Rohan Chatterjee,Electronics,362912.13
Rohan Bose,Groceries,389.42
Priya Mishra,Clothing,8343.34
Amit Bhat,Books,7510.29
Ananya Patel,Clothing,5437.53
Rohan Pillai,Electronics,68357.31
Meera Kapoor,Electronics,19091.83
Rahul Iyer,Clothing,29757.86
Rohan Bhat,Beauty,10637.74
Shreya Das,Sports,26208.02
Shreya Das,Furniture,39143.38
Meera Das,Groceries,1152.72
Sanjay Nair,Beauty,3512.3
Rohan Joshi,Books,2368.96
Aditya Bose,Books,1393.82
Pooja Iyer,Groceries,2872.67
Aditya Patel,Electronics,312236.0
Kavya Verma,Books,650.28
Priya Rao,Groceries,1805.69
Sunita Nair,Clothing,6061.73
Amit Mishra,Sports,5079.04
Sanjay Patel,Sports,11870.38
Rahul Pillai,Beauty,3040.88
Pooja Sharma,Beauty,1449.46
Aarav Pillai,Groceries,3649.29
Meera Shah,Groceries,2188.97
Rohan Mehta,Electronics,1033433.55
Meera Sharma,Books,8678.5
Amit Bhat,Clothing,5919.86
Ananya Chatterjee,Furniture,229301.96
Pooja Rao,Clothing,5016.33
Pooja Rao,Beauty,1411.81
Sunita Mehta,Clothing,6441.47
Amit Joshi,Electronics,111295.68
Shreya Mehta,Clothing,9791.75
Priya Sharma,Electronics,184024.19
Meera Kapoor,Beauty,6659.78
Shreya Mehta,Electronics,50592.2
Shreya Rao,Clothing,42644.14
Sanjay Das,Groceries,1300.18
Pooja Kumar,Electronics,32476.66
Aarav Mishra,Groceries,1558.52
Amit Bhat,Sports,6443.54
Pooja Verma,Beauty,9774.56
Shreya Bose,Groceries,746.0
Rahul Rao,Sports,1234.93
Meera Iyer,Furniture,61854.03
Vikram Reddy,Furniture,37776.02
Deepa Mishra,Books,1567.84
Rahul Rao,Sports,42952.69
Priya Das,Furniture,222948.05
Aditya Bhat,Electronics,166691.58
Ananya Gupta,Groceries,2235.73
Sanjay Nair,Furniture,122381.62
Pooja Nair,Groceries,798.95
Priya Sharma,Books,1565.69
Pooja Chatterjee,Furniture,10073.57
Sanjay Kapoor,Groceries,361.14
Nisha Iyer,Electronics,122855.89
Nisha Mehta,Beauty,10129.66
Sanjay Singh,Groceries,1547.66
Nikhil Mishra,Beauty,241.29
Sunita Rao,Sports,7626.2
Aarav Sharma,Electronics,37343.19
Vikram Bhat,Books,5565.17
Rahul Chatterjee,Books,2407.39
Shreya Patel,Clothing,4071.69
Arjun Bose,Books,8820.52
,,
Kavya Bhat,Beauty,4644.44
Sanjay Iyer,Electronics,183278.19
Arjun Das,Sports,7463.99
Nikhil Joshi,Groceries,498.65
Ritu Singh,Sports,126401.53
Amit Mehta,Groceries,338.94
Sanjay Mehta,Clothing,11439.79
Arjun Reddy,Electronics,435101.24
Meera Mishra,Groceries,2091.15
Ananya Gupta,Sports,17029.82
Sunita Shah,Beauty,17325.76
Meera Chatterjee,Furniture,79635.39
Priya Singh,Groceries,312.48
Nisha Mishra,Beauty,595.39
,,
Aarav Sharma,Electronics,353697.54
Ananya Joshi,Clothing,6767.09
Rahul Shah,Sports,10634.92
Kavya Kapoor,Clothing,9941.05
Nisha Bose,Sports,23303.04
Aditya Kapoor,Furniture,139138.9
Deepa Mehta,Sports,32551.28
Amit Shah,Sports,88266.0
Ritu Bhat,Sports,17857.42
Vikram Shah,Groceries,1261.38
Karan Bose,Clothing,9565.0
Ananya Kumar,Furniture,40312.78
Sanjay Verma,Beauty,21256.5
Rahul Patel,Furniture,36305.93
Ananya Rao,Books,6327.55
Meera Rao,Electronics,260057.28
Ritu Gupta,Furniture,140156.32
Karan Shah,Groceries,2428.43
Nikhil Kumar,Sports,64006.89
Arjun Gupta,Books,1487.4
Sanjay Patel,Sports,34653.36
Aditya Nair,Sports,19868.59
Nikhil Joshi,Books,2663.55
Deepa Pillai,Beauty,2969.81
Nikhil Singh,Furniture,12728.48
Meera Pillai,Clothing,37794.25
Ananya Bose,Clothing,12320.37
Deepa Gupta,Furniture,91868.53
Rohan Nair,Electronics,532883.15
Sanjay Patel,Electronics,63164.34
Kavya Singh,Sports,32336.4
Vikram Pillai,Groceries,144.62
Meera Chatterjee,Sports,3181.45
Ananya Patel,Beauty,1053.0
Nisha Nair,Beauty,2533.79
Aditya Reddy,Books,1012.64
Nikhil Joshi,Beauty,3020.21
Sunita Sharma,Groceries,896.68
Ritu Kapoor,Groceries,1586.94
Ananya Verma,Furniture,93295.26
Aarav Rao,Groceries,1536.04
Deepa Chatterjee,Beauty,2579.45
Meera Reddy,Groceries,2456.4
Ritu Verma,Books,10281.57
Vikram Iyer,Books,4126.13
Priya Iyer,Clothing,15504.08
Priya Verma,Beauty,3235.02
Rahul Iyer,Groceries,1675.82
Nisha Patel,Clothing,1277.03
Shreya Sharma,Clothing,14389.27
Meera Verma,Books,1324.11
Kavya Pillai,Electronics,412747.46
Deepa Singh,Sports,29460.53
Nisha Patel,Books,4524.52
Vikram Mishra,Electronics,700450.24
Nikhil Kapoor,Books,4411.53
Aditya Shah,Beauty,2351.24
Rohan Bose,Furniture,106262.43
Amit Verma,Sports,10806.31
Ritu Mishra,Sports,74033.85
Nikhil Mishra,Sports,104587.68
Meera Kapoor,Electronics,157139.2
Aditya Patel,Clothing,7361.83
Shreya Reddy,Clothing,3315.64
Nisha Bhat,Books,1131.28
Karan Bose,Clothing,3873.18
Sunita Kumar,Groceries,936.68
Arjun Patel,Beauty,7373.98
Meera Sharma,Electronics,190618.8
Nikhil Reddy,Electronics,129304.85
Shreya Shah,Clothing,9517.59
Pooja Verma,Beauty,15517.58
,,
Vikram Gupta,Electronics,28260.49
Nikhil Das,Furniture,165300.99
Ritu Reddy,Books,7324.98
Meera Reddy,Sports,5912.22
Karan Kumar,Books,2704.17
Amit Rao,Books,5049.74
Ritu Patel,Clothing,25652.22
Ananya Nair,Furniture,7994.96
Nikhil Patel,Sports,1338.53
Arjun Rao,Beauty,8949.36
Kavya Nair,Sports,11296.47
Sunita Nair,Groceries,700.62
Priya Patel,Furniture,260198.32
Kavya Iyer,Clothing,24537.25
Meera Mehta,Books,7962.8
Sunita Mishra,Clothing,6399.63
Sunita Kapoor,Groceries,1025.8
Sunita Reddy,Sports,7052.66
Priya Chatterjee,Beauty,1840.58
Vikram Verma,Groceries,588.74
Nikhil Singh,Furniture,52512.57
Priya Pillai,Clothing,21904.97
Aarav Das,Furniture,251589.73
Pooja Sharma,Beauty,3400.49
Kavya Verma,Clothing,32152.59
Karan Shah,Sports,34048.21
Shreya Joshi,Books,1522.28
Priya Kumar,Clothing,8629.82
Sunita Das,Furniture,167839.68
Priya Das,Groceries,2873.98
Nisha Sharma,Groceries,1035.45
Deepa Bhat,Beauty,17991.29
Shreya Rao,Furniture,40170.17
Aditya Sharma,Furniture,196057.15
Vikram Kapoor,Groceries,210.21
Karan Kumar,Electronics,450289.54
Meera Mishra,Groceries,782.05
Arjun Kapoor,Electronics,237090.85
Amit Joshi,Sports,10046.96
Vikram Joshi,Electronics,332318.85
Vikram Iyer,Books,862.77
Aditya Das,Groceries,3878.43
Rohan Kumar,Electronics,24684.25
Priya Bose,Groceries,2621.04
Meera Kapoor,Electronics,377022.96
Aarav Rao,Electronics,398426.64
Nisha Rao,Clothing,8280.13
Vikram Iyer,Groceries,888.33
Sunita Gupta,Sports,50129.67
Karan Das,Beauty,5546.63
Pooja Chatterjee,Clothing,3893.81
Aditya Verma,Groceries,2672.94
Ritu Pillai,Beauty,832.4
Pooja Verma,Sports,23223.7
Sanjay Chatterjee,Groceries,719.16
Priya Bose,Furniture,64071.92
Aarav Bhat,Groceries,2544.36
Rahul Verma,Books,1273.33
Sanjay Iyer,Groceries,1689.72
Amit Shah,Electronics,278858.29
Ritu Rao,Groceries,978.94
Kavya Kumar,Clothing,4873.47
Nisha Patel,Groceries,2055.55
Nikhil Bose,Books,5020.88
Deepa Iyer,Beauty,157.0
Meera Gupta,Electronics,118400.61
Nisha Das,Clothing,1543.45
Kavya Kapoor,Electronics,17360314.17
Aditya Bose,Sports,67592.29
Shreya Nair,Clothing,13732.16
Sanjay Joshi,Furniture,168394.7
Ananya Das,Clothing,6684.85
Aarav Joshi,Groceries,124.38
Aditya Chatterjee,Sports,128980.52
Rahul Kumar,Electronics,181169.01
Kavya Nair,Furniture,29713.41
Nisha Sharma,Furniture,53170.77
Kavya Chatterjee,Groceries,446.89
Aarav Verma,Books,3949.85
Vikram Singh,Furniture,140193.36
Meera Kapoor,Furniture,88558.6
Nisha Sharma,Electronics,268730.15
Rohan Singh,Books,2766.66
Karan Sharma,Electronics,104290.62
Aditya Mehta,Books,1971.55
Aditya Sharma,Books,1925.9
